City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
175,haiku-pauwela,20.9219,-156.3051,26.2,69,20,2.57,US,1707687883
176,petropavlovsk-kamchatsky,53.0452,158.6483,-17.53,81,0,5.0,RU,1707687883
177,sychevka,55.8252,34.2736,-3.5,96,100,3.76,RU,1707687883
178,weno,7.4515,151.8468,27.97,78,75,4.12,FM,1707687883
179,bonthe,7.5264,-12.505,26.93,83,3,4.45,SL,1707687883
180,ta`u,-14.2336,-169.5144,28.39,83,100,6.88,AS,1707687883
181,ulladulla,-35.35,150.4667,22.08,65,0,3.22,AU,1707687883
182,antsiranana,-12.2787,49.2917,24.73,94,100,5.03,MG,1707687883
183,lazaro cardenas,17.9583,-102.2,27.03,60,0,3.91,MX,1707687669
184,formosa do rio preto,-11.0483,-45.1931,21.26,96,100,1.07,BR,1707687884
185,ponta delgada,37.7333,-25.6667,18.44,94,40,7.72,PT,1707687884
186,wau,7.7029,27.9953,29.26,22,51,2.2,SS,1707687884
187,le beausset,43.1985,5.8016,10.83,65,1,3.13,FR,1707687884
188,cabedelo,-6.9811,-34.8339,27.37,82,36,3.82,BR,1707687884
189,berriane,32.8265,3.7669,16.45,38,23,2.86,DZ,1707687884
190,lorengau,-2.0226,147.2712,28.51,77,99,2.89,PG,1707687884
191,yemetsk,63.4721,41.7941,-24.59,100,92,1.38,RU,1707687884
192,rio grande,-32.035,-52.0986,25.06,87,69,4.61,BR,1707687876
193,albany,42.6001,-73.9662,4.48,69,88,1.79,US,1707687885
194,surendranagar,22.7,71.6833,18.29,27,100,3.72,IN,1707687885
195,new norfolk,-42.7826,147.0587,17.73,68,100,1.11,AU,1707687885
196,pitimbu,-7.4706,-34.8086,27.33,80,63,5.0,BR,1707687885
197,kabalo,-6.05,26.9167,21.65,97,94,1.09,CD,1707687885
198,yelan'-koleno,51.1523,41.2306,-2.39,95,100,5.56,RU,1707687885
199,katsuura,35.1333,140.3,2.27,97,100,4.2,JP,1707687746
200,shiyan,32.6475,110.7781,6.43,67,5,1.0,CN,1707687885
201,grand falls-windsor,48.9332,-55.6649,1.95,94,100,1.86,CA,1707687885
202,kodiak,57.79,-152.4072,0.73,93,40,1.54,US,1707687885
203,moses lake,47.1301,-119.2781,6.2,70,100,3.09,US,1707687885
204,praya,14.9215,-23.5087,23.3,73,20,5.14,CV,1707687885
205,san julian,21.0167,-102.1667,22.25,15,80,9.62,MX,1707687886
206,iqaluit,63.7506,-68.5145,-23.15,70,75,4.12,CA,1707687886
207,punta arenas,-53.15,-70.9167,10.06,71,75,11.83,CL,1707687886
208,sandnessjoen,66.0217,12.6316,-4.77,50,0,6.69,NO,1707687886
209,omdurman,15.6445,32.4777,22.59,10,0,3.78,SD,1707687886
210,serov,59.6033,60.5787,-16.76,86,88,2.7,RU,1707687886
211,badger,64.8,-147.5333,-4.8,91,100,1.54,US,1707687886
212,uturoa,-16.7333,-151.4333,27.73,86,100,9.5,PF,1707687886
213,zhanibek,49.4167,46.85,-4.15,93,100,5.97,KZ,1707687886
214,hami,42.8,93.45,0.04,50,0,2.33,CN,1707687886
215,bowen,-20.0167,148.2333,25.93,77,24,3.03,AU,1707687887
216,colonia,50.9333,6.95,9.47,82,100,2.06,DE,1707687812
217,tura,25.5198,90.2201,14.39,51,41,1.27,IN,1707687887
218,zeya,53.75,127.2667,-14.17,96,100,2.93,RU,1707687887
219,martaban,16.5314,97.6111,24.13,65,76,2.1,MM,1707687887
220,chonchi,-42.6128,-73.8092,16.56,42,58,3.07,CL,1707687887
221,banda aceh,5.5577,95.3222,25.67,79,8,6.31,ID,1707687887
222,muang xay,20.7,101.9833,12.25,97,6,0.5,LA,1707687887
223,freetown,8.484,-13.2299,27.84,83,40,4.12,SL,1707687887
224,golden valley,45.0097,-93.3491,4.46,54,40,4.12,US,1707687887
225,sari,36.5633,53.0601,6.77,81,0,2.06,IR,1707687888
226,port pirie,-33.1833,138.0167,27.4,37,0,1.53,AU,1707687888
227,namibe,-15.1961,12.1522,26.7,73,100,0.39,AO,1707687888
228,villarrica,-25.75,-56.4333,35.31,30,96,2.49,PY,1707687888
229,nabire,-3.3667,135.4833,24.53,94,100,1.16,ID,1707687888
230,santa ana,33.7456,-117.8678,21.06,35,0,3.6,US,1707687888
231,port douglas,-16.4833,145.4667,27.0,73,3,1.82,AU,1707687888
232,gobabis,-22.45,18.9667,22.35,61,99,2.28,NA,1707687888
233,poyarkovo,49.6,128.6833,-7.68,77,96,4.42,RU,1707687888
234,sinop,41.7711,34.8709,10.33,63,100,5.15,TR,1707687888
235,ancud,-41.8697,-73.8203,13.01,75,52,11.85,CL,1707687888
236,mirny,62.5353,113.9611,-31.54,67,100,3.13,RU,1707687888
237,cynthiana,38.3904,-84.2941,12.08,73,85,0.36,US,1707687615
238,ramjibanpur,22.8333,87.6167,18.26,31,59,1.95,IN,1707687668
239,abashiri,44.0213,144.2697,-7.14,92,100,3.71,JP,1707687889
240,itacare,-14.2775,-38.9967,25.59,89,100,3.3,BR,1707687889
241,miles city,46.4083,-105.8406,3.54,70,100,1.54,US,1707687889
242,longboat key,27.4125,-82.659,26.83,79,0,7.2,US,1707687889
243,remigio,-6.9333,-35.7833,26.6,74,64,6.54,BR,1707687889
244,ingeniero jacobacci,-41.3427,-69.5448,21.39,25,100,11.49,AR,1707687889
245,island harbour,50.724,-1.2758,7.77,88,25,0.89,GB,1707687889
246,port macquarie,-31.4333,152.9167,21.61,74,88,0.68,AU,1707687434
247,dalandzadgad,43.5708,104.425,-6.24,60,0,2.96,MN,1707687889
248,vredendal,-31.6683,18.5012,26.6,28,0,1.74,ZA,1707687889
249,fale old settlement,-9.3852,-171.2468,28.45,79,100,5.09,TK,1707687890
250,san antonio de pale,-1.4014,5.6325,28.57,76,96,1.69,GQ,1707687890
251,nadi,-17.8,177.4167,29.0,89,75,4.12,FJ,1707687890
252,cadale,2.7603,46.3222,25.75,85,12,6.46,SO,1707687890
253,maraba,-5.3686,-49.1178,30.1,70,0,0.51,BR,1707687890
254,safotu,-13.4513,-172.4018,28.26,84,100,9.08,WS,1707687890
255,alofi,-19.0595,-169.9187,29.94,79,100,4.12,NU,1707687890
256,al jahra',29.3375,47.6581,15.9,65,65,4.39,KW,1707687890
257,yarmouth,41.7057,-70.2286,8.34,69,0,2.06,US,1707687891
258,tuzha,57.6062,47.936,-20.46,100,92,2.53,RU,1707687891
259,kulhudhuffushi,6.6221,73.07,27.51,71,48,2.18,MV,1707687891
260,vila velha,-20.3297,-40.2925,27.97,87,40,4.63,BR,1707687891
261,tongliao,43.6125,122.2653,-5.74,71,0,6.93,CN,1707687891
262,homer,59.6425,-151.5483,2.09,77,75,4.12,US,1707687891
263,boende,-0.2167,20.8667,28.36,48,100,1.13,CD,1707687891
264,vadso,70.0744,29.7487,-9.91,92,75,5.66,NO,1707687891
265,hasaki,35.7333,140.8333,2.94,92,100,9.4,JP,1707687891
266,pacific grove,36.6177,-121.9166,17.44,65,0,3.6,US,1707687891
267,urangan,-25.3,152.9,23.44,93,31,1.34,AU,1707687892
268,tionk essil,12.7856,-16.5217,26.03,64,0,2.77,SN,1707687892
269,aasiaat,68.7098,-52.8699,-26.49,99,98,4.78,GL,1707687892
270,greenville,35.6127,-77.3663,19.09,90,100,0.89,US,1707687712
271,newman,37.3138,-121.0208,15.69,62,92,0.45,US,1707687892
272,lunavada,23.1333,73.6167,17.81,35,100,3.38,IN,1707687892
273,hilo,19.7297,-155.09,25.69,72,100,3.09,US,1707687892
274,tadine,-21.55,167.8833,27.07,80,19,8.96,NC,1707687892
275,sanctuary point,-35.1114,150.629,24.99,66,4,3.32,AU,1707687892
276,dunedin,-45.8742,170.5036,14.59,62,100,1.03,NZ,1707687892
277,kindu,-2.95,25.95,22.34,94,100,1.23,CD,1707687892
278,sawakin,19.1059,37.3321,21.92,62,3,3.4,SD,1707687893
279,flin flon,54.7682,-101.865,-7.09,79,100,2.06,CA,1707687893
280,saint marys,30.7305,-81.5465,27.06,71,40,3.09,US,1707687893
281,malvan,16.0667,73.4667,23.28,54,64,4.67,IN,1707687893
282,sipalay,9.75,122.5,23.35,85,0,3.77,PH,1707687893
283,dungarvan,52.0881,-7.6253,5.54,100,88,2.24,IE,1707687893
284,horta,38.5333,-28.6333,17.23,88,40,12.07,PT,1707687893
285,santa maria,-29.6842,-53.8069,24.61,83,75,9.26,BR,1707687753
286,severnoye,56.3491,78.3619,-18.76,93,100,4.36,RU,1707687893
287,korem,12.5058,39.5228,12.95,91,78,0.82,ET,1707687893
288,alaghsas,17.0187,8.0168,22.52,9,0,2.16,NE,1707687893
289,udayagiri,20.1333,84.3833,14.95,82,34,0.63,IN,1707687894
290,hovd,48.0056,91.6419,1.6,49,22,12.68,MN,1707687894
291,poso,-1.3959,120.7524,25.4,82,100,1.01,ID,1707687894
292,easton,40.6884,-75.2207,8.88,59,100,3.6,US,1707687758
293,pangody,65.85,74.4859,-29.42,100,100,3.99,RU,1707687894
294,devils lake,48.1128,-98.8651,0.06,79,100,6.69,US,1707687894
295,chulakkurgan,43.765,69.1814,-1.45,91,100,3.54,KZ,1707687894
296,uyuni,-20.4597,-66.825,17.91,39,99,4.76,BO,1707687894
297,vega de alatorre,20.0333,-96.6333,26.13,76,5,1.67,MX,1707687894
298,nguigmi,14.2495,13.1092,23.36,15,29,4.75,NE,1707687894
299,gunnedah,-30.9833,150.25,23.93,59,49,3.0,AU,1707687895
300,ridder,50.355,83.5133,-18.87,100,100,0.72,KZ,1707687895
301,kyzyl-suu,42.3414,78.0056,-1.49,48,39,4.59,KG,1707687895
302,thyolo,-16.0678,35.1405,18.56,97,100,2.37,MW,1707687895
303,palmer,42.1584,-72.3287,7.51,57,75,5.14,US,1707687678
304,rongelap,11.1635,166.8941,26.14,81,93,10.42,MH,1707687895
305,port alfred,-33.5906,26.891,21.21,78,0,1.79,ZA,1707687895
306,fisterra,42.9049,-9.2629,14.86,92,61,8.98,ES,1707687895
307,beykonak,36.3257,30.303,12.98,73,100,1.0,TR,1707687895
308,gamba,-2.65,10.0,26.78,85,100,2.31,GA,1707687895
309,harstad,68.799,16.5293,-4.91,90,55,1.79,NO,1707687895
310,shubarshi,48.5872,57.1869,-17.93,92,54,2.98,KZ,1707687896
311,chui,-33.6971,-53.4616,25.85,83,17,4.57,UY,1707687896
312,mount gambier,-37.8333,140.7667,17.34,69,1,0.75,AU,1707687627
313,zhanaozen,43.3,52.8,8.02,72,100,4.88,KZ,1707687896
314,ulanhot,46.0833,122.0833,-6.04,66,0,5.16,CN,1707687896
315,okhotsk,59.3833,143.3,-30.39,95,72,2.54,RU,1707687896
316,mexia,31.6799,-96.4822,10.83,95,100,4.63,US,1707687896
317,susuman,62.7833,148.1667,-35.99,100,100,0.54,RU,1707687780
318,hun,29.1268,15.9477,19.63,24,100,3.97,LY,1707687896
319,zalingei,12.9096,23.4741,23.83,17,0,1.18,SD,1707687896
320,okha,53.5739,142.9478,-25.16,100,100,2.33,RU,1707687896
321,sechura,-5.5569,-80.8222,26.21,81,78,5.68,PE,1707687899
322,malanje,-9.5402,16.341,18.52,96,99,0.76,AO,1707687899
323,adolfo lopez mateos,28.4667,-107.3,7.18,16,0,7.62,MX,1707687899
324,tomohon,1.3346,124.8392,21.52,91,100,5.67,ID,1707687899
325,sinabang,2.4803,96.3801,26.82,79,8,0.38,ID,1707687899
326,kerikeri,-35.2268,173.9474,21.62,69,24,0.45,NZ,1707687899
327,macherla,16.4833,79.4333,20.15,94,15,2.37,IN,1707687899
328,maxixe,-23.8597,35.3472,25.24,62,56,4.87,MZ,1707687899
329,istgah-e rah ahan-e garmsar,35.2346,52.3094,11.11,40,3,1.95,IR,1707687899
330,trairi,-3.2778,-39.2689,26.85,84,99,3.69,BR,1707687900
331,eckernforde,54.4667,9.8333,4.05,96,100,2.22,DE,1707687900
332,beyneu,45.3167,55.2,3.89,81,100,6.95,KZ,1707687900
333,maues,-3.3836,-57.7186,25.81,89,98,1.12,BR,1707687637
334,parintins,-2.6283,-56.7358,28.3,68,94,0.88,BR,1707687900
335,hakha,22.65,93.6167,7.49,45,70,1.3,MM,1707687900
336,tashla,51.7716,52.7427,-22.96,100,60,2.01,RU,1707687900
337,bridlington,54.0831,-0.1919,6.68,88,13,1.79,GB,1707687900
338,san luis de la loma,17.2706,-100.8939,27.87,61,0,4.39,MX,1707687900
339,la passe,45.5549,-0.8967,7.13,80,100,2.76,FR,1707687900
340,bay harbor,30.1471,-85.6146,23.31,87,75,7.2,US,1707687901
341,puerto baquerizo moreno,-0.9,-89.6,26.55,94,75,3.09,EC,1707687901
342,iaciara,-14.0958,-46.6317,19.88,98,100,0.55,BR,1707687901
343,kapuskasing,49.4169,-82.4331,-6.95,79,100,2.06,CA,1707687901
344,buritizeiro,-17.3511,-44.9622,22.02,89,14,0.98,BR,1707687901
345,minot air force base,48.4209,-101.3391,1.1,74,0,10.29,US,1707687901
346,mollendo,-17.0231,-72.0147,24.31,80,98,3.69,PE,1707687901
347,kingston,17.997,-76.7936,29.58,64,4,1.79,JM,1707687549
348,tsiombe,-25.3,45.4833,24.4,97,96,1.98,MG,1707687901
349,luau,-10.7073,22.2247,18.88,96,39,0.68,AO,1707687902
350,mount pearl,47.5166,-52.7813,2.19,89,100,2.06,CA,1707687902
351,carutapera,-1.195,-46.02,25.56,91,59,3.57,BR,1707687902
352,tsiroanomandidy,-18.7667,46.0333,21.97,88,100,1.49,MG,1707687902
353,ust-nera,64.5667,143.2,-35.85,99,97,0.71,RU,1707687902
354,poronaysk,49.2167,143.1167,-23.87,98,14,0.6,RU,1707687903
355,constantia,44.1833,28.65,11.38,71,98,8.72,RO,1707687846
356,whitestown,39.9973,-86.3458,8.68,60,0,4.63,US,1707687903
357,afua,-0.1567,-50.3867,25.23,91,100,3.49,BR,1707687903
358,egilsstadir,65.2653,-14.3948,-0.05,93,100,7.72,IS,1707687903
359,new glasgow,45.5834,-62.6486,1.88,98,100,1.96,CA,1707687903
360,jieshi,22.8134,115.8257,11.25,69,4,2.22,CN,1707687903
361,kadi,23.3,72.3333,16.92,25,96,3.61,IN,1707687904
362,sanya,18.2431,109.505,19.09,63,0,5.0,CN,1707687904
363,xinglongshan,43.9561,125.4661,-7.14,58,0,9.0,CN,1707687904
364,smithers,54.7804,-127.1743,-3.82,100,100,1.03,CA,1707687904
365,kamyshin,50.0983,45.416,-5.02,95,100,5.3,RU,1707687904
366,vyksa,55.3175,42.1744,-11.08,92,100,3.62,RU,1707687904
367,huatabampo,26.8333,-109.6333,22.81,14,0,6.39,MX,1707687904
368,boali,4.8005,18.1275,27.42,23,100,1.39,CF,1707687905
369,berdigestyakh,62.0989,126.6992,-26.6,99,100,3.78,RU,1707687905
370,pavlodar,52.3,76.95,-15.11,72,100,11.0,KZ,1707687905
371,madera,37.1666,-119.8343,16.96,53,86,1.63,US,1707687905
372,karachi,24.9056,67.0822,17.9,48,98,2.06,PK,1707687640
373,swift current,50.2834,-107.8014,-0.55,74,0,5.14,CA,1707687905
374,igarka,67.4667,86.5833,-29.95,86,6,3.01,RU,1707687905
375,dongola,19.1667,30.4833,17.56,11,1,4.03,SD,1707687906
376,amarante do maranhao,-5.5667,-46.7422,22.86,95,98,1.23,BR,1707687906
377,el calafate,-50.3408,-72.2768,10.9,48,0,8.69,AR,1707687906
378,usinsk,65.9939,57.5281,-34.4,100,98,2.24,RU,1707687906
379,ballina,-28.8667,153.5667,23.21,78,99,2.56,AU,1707687906
380,bloomfield,40.8068,-74.1854,9.14,58,0,4.12,US,1707687906
381,naze,28.3667,129.4833,12.51,58,5,6.53,JP,1707687906
382,balaipungut,1.05,101.2833,23.39,94,83,1.68,ID,1707687906
383,butterworth,5.3991,100.3638,27.02,72,20,5.66,MY,1707687906
384,jaciara,-15.9653,-54.9683,22.94,94,100,2.71,BR,1707687907
385,al jawf,29.5,38.75,10.77,66,4,4.38,SA,1707687907
386,khash,28.2211,61.2158,10.74,49,100,1.76,IR,1707687907
387,bria,6.5423,21.9863,29.44,22,44,1.61,CF,1707687907
388,guerrero negro,27.9769,-114.0611,18.96,30,0,0.85,MX,1707687907
389,marsh harbour,26.5412,-77.0636,23.31,73,95,5.88,BS,1707687907
390,wewak,-3.5534,143.6268,26.47,86,98,3.03,PG,1707687907
391,carloforte,39.145,8.3058,13.36,68,22,10.37,IT,1707687907
392,rosetta,31.4044,30.4164,13.75,85,99,5.16,EG,1707687908
393,sovetskaya gavan',48.9723,140.2878,-15.44,85,53,2.43,RU,1707687908
394,juye,35.3947,116.0883,4.36,88,0,4.16,CN,1707687908
395,l'govskiy,51.6307,35.2775,1.09,99,100,5.12,RU,1707687908
396,sao joao da barra,-21.6403,-41.0511,28.05,87,0,7.08,BR,1707687908
397,bouafle,6.9904,-5.7442,34.01,42,2,0.88,CI,1707687908
398,talisay,10.2447,123.8494,26.01,83,75,4.12,PH,1707687908
399,arteche,12.2645,125.4048,24.41,88,98,7.29,PH,1707687908
400,salekhard,66.53,66.6019,-31.12,92,28,2.55,RU,1707687908
401,shakawe,-18.3667,21.85,22.46,72,11,1.56,BW,1707687909
402,posto fiscal rolim de moura,-13.0833,-62.2667,28.6,72,68,2.0,BR,1707687909
403,bardai,11.65,7.2333,23.81,17,0,3.51,NG,1707687909
404,umluj,25.0213,37.2685,21.5,28,0,8.52,SA,1707687909
405,queenstown,-31.8976,26.8753,12.85,93,2,1.54,ZA,1707687909
406,alo,7.4178,6.7371,31.9,30,14,0.6,NG,1707687909
407,letlhakane,-21.4167,25.5833,22.24,65,19,6.72,BW,1707687909
408,inhambane,-23.865,35.3833,25.61,61,59,5.5,MZ,1707687909
409,el porvenir,13.7617,-87.3458,36.63,33,1,3.27,HN,1707687910
410,kyzyl,51.7,94.45,-6.66,95,100,1.34,RU,1707687910
411,rustaq,23.3908,57.4244,18.54,86,23,1.46,OM,1707687910
412,tolanaro,-25.0319,46.9987,27.04,89,40,8.23,MG,1707687910
413,penalva,-3.2942,-45.1736,25.07,93,95,0.53,BR,1707687910
